country name,countryid,coef not urban,SE not urban,coef urban,se urban,diff,se diff,p-value,year,Urban significantly better,Urban significantly worse,No signficant difference
ESP,724,481.2505426,2.437460358,501.5681828,4.422507144,20.31764016,5.26189442,0.000112795,2009,TRUE,FALSE,FALSE
SWE,752,493.1675322,2.778094987,499.3962556,8.047137001,6.228723366,8.779039125,0.478014597,2009,FALSE,FALSE,TRUE
CHE,756,513.4581265,3.22231814,535.0198096,9.784802071,21.56168311,10.80571809,0.045999743,2009,TRUE,FALSE,FALSE
THA,764,415.8190087,3.496666853,453.7974922,7.225446997,37.97848351,8.363750538,5.60296E-06,2009,TRUE,FALSE,FALSE
TTO,780,413.7824774,1.249962901,0,,0,,,2009,N/A,N/A,N/A
ARE,784,416.9250592,3.183791317,454.9966012,4.764042255,38.07154199,6.087611674,4.00232E-10,2009,TRUE,FALSE,FALSE
TUN,788,391.7318426,3.150363435,439.1331402,7.935918369,47.40129764,9.653351899,9.09158E-07,2009,TRUE,FALSE,FALSE
TUR,792,445.676768,6.629393022,459.5724899,5.28930889,13.89572189,9.416785818,0.140042385,2009,FALSE,FALSE,TRUE
MKD,807,,,,,,,,2009,N/A,N/A,N/A
GBR,826,520.0844992,3.038601131,504.2567038,7.728760436,-15.82779543,9.003880772,0.078766918,2009,FALSE,FALSE,TRUE
USA,840,507.4175981,3.720414932,493.3535251,7.952519786,-14.064073,8.910817004,0.114493343,2009,FALSE,FALSE,TRUE
URY,858,412.9747842,3.560191939,445.6406183,4.25150706,32.66583415,5.921296178,3.45484E-08,2009,TRUE,FALSE,FALSE
QVE,862,375.9316269,7.850319638,455.9271838,6.200162733,79.99555684,10.07553877,2.02865E-15,2009,TRUE,FALSE,FALSE
QCH,970,,,,,,,,2009,N/A,N/A,N/A
QES,971,,,,,,,,2009,N/A,N/A,N/A
QUC,972,,,,,,,,2009,N/A,N/A,N/A
QUE,973,,,,,,,,2009,N/A,N/A,N/A
QAR,974,,,,,,,,2009,N/A,N/A,N/A
ALB,8,,,,,,,,2006,N/A,N/A,N/A
DZA,12,,,,,,,,2006,N/A,N/A,N/A
AZE,31,377.9300919,3.150131383,398.8737646,6.152521412,20.94367274,6.995527359,0.002754667,2006,TRUE,FALSE,FALSE
ARG,32,380.255242,8.63316866,409.0993222,9.478840085,28.84408014,13.99645363,0.039320839,2006,TRUE,FALSE,FALSE
AUS,36,512.6578455,3.246217962,536.1478502,3.113943921,23.49000467,4.363090113,7.29295E-08,2006,TRUE,FALSE,FALSE
AUT,40,506.1299424,5.036658379,520.6710966,9.468338571,14.54115419,11.66865072,0.212700993,2006,FALSE,FALSE,TRUE
BEL,56,517.4541885,3.23088624,486.7274414,12.56268452,-30.7267471,14.4060832,0.032932861,2006,FALSE,TRUE,FALSE
BRA,76,378.3812048,4.084643147,408.3101696,4.928701409,29.92896479,6.864938269,1.3025E-05,2006,TRUE,FALSE,FALSE
BGR,100,414.876016,6.743518876,469.1747179,11.54833076,54.29870198,13.19170237,3.85295E-05,2006,TRUE,FALSE,FALSE
CAN,124,533.7246531,2.513855732,537.5117284,3.548899299,3.787075298,4.429620509,0.392582423,2006,FALSE,FALSE,TRUE
CHL,152,412.0189322,7.176542599,455.7247996,4.334652799,43.70586736,8.826677586,7.3619E-07,2006,TRUE,FALSE,FALSE
QCN,156,,,,,,,,2006,N/A,N/A,N/A
TAP,158,509.0179695,7.381752597,544.7828401,5.19416399,35.76487062,10.78376859,0.000911374,2006,TRUE,FALSE,FALSE
COL,170,376.814257,4.34221069,401.3717238,5.491813614,24.55746678,7.026658353,0.00047424,2006,TRUE,FALSE,FALSE
CRI,188,,,,,,,,2006,N/A,N/A,N/A
HRV,191,485.0019425,3.343502388,507.495986,4.390153756,22.49404349,5.939059917,0.000152186,2006,TRUE,FALSE,FALSE
CZE,203,506.4018913,4.583236915,535.7770619,10.88947616,29.37517059,12.84961675,0.022249949,2006,TRUE,FALSE,FALSE
DNK,208,494.7824202,2.976452078,506.747637,10.36495973,11.96521684,10.08430344,0.235417434,2006,FALSE,FALSE,TRUE
DOM,214,,,,,,,,2006,N/A,N/A,N/A
EST,233,528.5145512,2.962695646,538.7652229,5.064102024,10.25067169,5.90876019,0.082771603,2006,FALSE,FALSE,TRUE
FIN,246,562.0025883,2.206492382,568.3483726,5.598035274,6.345784284,6.146850423,0.301901844,2006,FALSE,FALSE,TRUE
FRA,250,,,,,,,,2006,N/A,N/A,N/A
GEO,268,,,,,,,,2006,N/A,N/A,N/A
DEU,276,518.9950803,4.874495589,509.8492049,11.07522664,-9.145875406,13.57283648,0.500415136,2006,FALSE,FALSE,TRUE
GRC,300,464.6563557,5.246753316,489.2422623,6.647913731,24.58590656,9.954208535,0.013515057,2006,TRUE,FALSE,FALSE
HKG,344,,,,,,,,2006,N/A,N/A,N/A
HUN,348,495.7326104,5.603293794,515.2592972,5.867751741,19.52668682,9.967682975,0.050112835,2006,FALSE,FALSE,TRUE
ISL,352,490.9553839,1.916766598,488.9663802,2.836860496,-1.989003738,3.254702699,0.54112221,2006,FALSE,FALSE,TRUE
QHP,356,,,,,,,,2006,N/A,N/A,N/A
IDN,360,384.6477957,3.493230233,433.3880334,14.45330431,48.74023763,14.26074811,0.000631319,2006,TRUE,FALSE,FALSE
IRL,372,505.2567872,3.325272266,515.0662665,7.980898431,9.809479367,8.697354659,0.259375118,2006,FALSE,FALSE,TRUE
ISR,376,450.8753295,5.672437351,458.7582385,7.665668042,7.882909061,10.74605911,0.463215248,2006,FALSE,FALSE,TRUE
ITA,380,468.6385228,3.260844745,495.1748287,5.259155206,26.53630582,7.233619224,0.000244008,2006,TRUE,FALSE,FALSE
JPN,392,522.3252373,7.959636603,536.2485649,5.134496407,13.9233276,11.0665204,0.208338005,2006,FALSE,FALSE,TRUE
KAZ,398,,,,,,,,2006,N/A,N/A,N/A
JOR,400,408.9582149,4.103341643,441.719717,4.873697442,32.76150217,6.91631595,2.17073E-06,2006,TRUE,FALSE,FALSE
KOR,410,493.0449903,7.722120679,527.2879928,3.678913858,34.24300251,8.483904437,5.43166E-05,2006,TRUE,FALSE,FALSE
KSV,411,,,,,,,,2006,N/A,N/A,N/A
KGZ,417,310.1072499,3.051080137,391.4677721,8.250450759,81.36052224,8.855767167,4.02854E-20,2006,TRUE,FALSE,FALSE
LBN,422,,,,,,,,2006,N/A,N/A,N/A
LVA,428,484.1130751,3.144459922,500.6299795,5.995990128,16.51690434,6.529949002,0.011425517,2006,TRUE,FALSE,FALSE
LIE,438,527.9800812,4.301101284,0,,0,,,2006,N/A,N/A,N/A
LTU,440,479.0527103,3.213461805,502.0269958,5.264998561,22.9742855,6.42776936,0.000351269,2006,TRUE,FALSE,FALSE
LUX,442,485.6346707,1.101191185,0,,0,,,2006,N/A,N/A,N/A
MAC,446,497.862623,2.47477573,513.4541395,1.160417507,15.59151652,2.715161135,9.3349E-09,2006,TRUE,FALSE,FALSE
MYS,458,,,,,,,,2006,N/A,N/A,N/A
MLT,470,,,,,,,,2006,N/A,N/A,N/A
MUS,480,,,,,,,,2006,N/A,N/A,N/A
MEX,484,382.9189511,3.477559387,436.7281955,3.693673583,53.80924436,5.348001229,8.1692E-24,2006,TRUE,FALSE,FALSE
MDA,498,,,,,,,,2006,N/A,N/A,N/A
MNE,499,409.8061359,1.223324709,415.6890164,2.543335295,5.882880502,3.02095644,0.051491956,2006,FALSE,FALSE,TRUE
NLD,528,522.2205425,3.957906763,532.5573481,11.56373324,10.33680567,14.1757058,0.465884466,2006,FALSE,FALSE,TRUE
NZL,554,522.4016706,4.442898934,537.3048249,4.150097874,14.90315431,6.596163716,0.023860568,2006,TRUE,FALSE,FALSE
NOR,578,484.5820513,3.484274523,494.7614691,9.366435562,10.17941789,10.28935932,0.32250903,2006,FALSE,FALSE,TRUE
PAN,591,,,,,,,,2006,N/A,N/A,N/A
PER,604,,,,,,,,2006,N/A,N/A,N/A
POL,616,491.3760349,2.481459716,518.3563309,5.801212727,26.98029591,6.327469451,2.00804E-05,2006,TRUE,FALSE,FALSE
PRT,620,468.6143026,3.818392974,493.7909839,10.51042472,25.17668133,12.30636578,0.040773507,2006,TRUE,FALSE,FALSE
QUD,630,,,,,,,,2006,N/A,N/A,N/A
QAT,634,343.7945783,1.042426563,375.4742686,1.685797984,31.67969036,1.976469156,8.09057E-58,2006,TRUE,FALSE,FALSE
ROU,642,399.8998365,4.606012912,436.8019761,7.588741578,36.90213964,9.621424254,0.000125353,2006,TRUE,FALSE,FALSE
RUS,643,468.4050185,4.447185326,496.1518429,4.734317726,27.74682443,5.542655718,5.55577E-07,2006,TRUE,FALSE,FALSE
SRB,688,425.7000263,4.114878388,451.123191,5.712842174,25.42316469,7.76178847,0.001055027,2006,TRUE,FALSE,FALSE
SGP,702,,,,,,,,2006,N/A,N/A,N/A
SVK,703,485.3820621,3.147148926,509.9711109,14.79566207,24.58904871,16.05733866,0.125688404,2006,FALSE,FALSE,TRUE
VNM,704,,,,,,,,2006,N/A,N/A,N/A
SVN,705,512.0578806,1.503319526,530.6150328,1.884001419,18.55715216,2.552672622,3.60299E-13,2006,TRUE,FALSE,FALSE
ESP,724,481.6279394,2.742180579,499.0533541,4.88441906,17.42541472,5.578866293,0.001787328,2006,TRUE,FALSE,FALSE
SWE,752,501.610189,2.567495515,509.3248872,5.454939743,7.714698148,5.763920623,0.180750999,2006,FALSE,FALSE,TRUE
CHE,756,509.9173433,3.074589754,520.6771572,13.25424957,10.75981396,13.64836591,0.430486666,2006,FALSE,FALSE,TRUE
THA,764,410.2355394,3.02138418,452.4512863,7.328723916,42.21574684,8.783180944,1.53649E-06,2006,TRUE,FALSE,FALSE
TTO,780,,,,,,,,2006,N/A,N/A,N/A
ARE,784,,,,,,,,2006,N/A,N/A,N/A
TUN,788,380.0383079,2.79852823,413.4801975,13.65670504,33.4418896,14.68863216,0.022803004,2006,TRUE,FALSE,FALSE
TUR,792,411.0607593,5.807098462,436.7316719,7.067806943,25.67091253,10.47313059,0.014241199,2006,TRUE,FALSE,FALSE
MKD,807,,,,,,,,2006,N/A,N/A,N/A
GBR,826,523.5451361,2.888602501,502.3710616,7.583115271,-21.17407443,9.025400915,0.018973378,2006,FALSE,TRUE,FALSE
USA,840,499.8364528,3.661869596,471.805722,9.622951312,-28.03073077,10.51891175,0.007703554,2006,FALSE,TRUE,FALSE
URY,858,419.8663024,3.899404878,439.6003756,3.920604279,19.73407325,5.73069278,0.000574076,2006,TRUE,FALSE,FALSE
QVE,862,,,,,,,,2006,N/A,N/A,N/A
QCH,970,,,,,,,,2006,N/A,N/A,N/A
QES,971,,,,,,,,2006,N/A,N/A,N/A
QUC,972,,,,,,,,2006,N/A,N/A,N/A
QUE,973,,,,,,,,2006,N/A,N/A,N/A
QAR,974,,,,,,,,2006,N/A,N/A,N/A
